106  31
 -6.389999866E+000 0.000000000E+000
 -5.107457638E+000 0.000000000E+000
 -4.246456146E+000 0.000000000E+000
 -3.596394062E+000 0.000000000E+000
 -3.060770035E+000 0.000000000E+000
 -2.586754560E+000 0.000000000E+000
 -2.140000105E+000 0.000000000E+000
 -1.695253372E+000 0.000000000E+000
 -1.272527337E+000 0.000000000E+000
 -9.056792855E-001 0.000000000E+000
 -6.116324067E-001 0.000000000E+000
 -3.905871212E-001 0.000000000E+000
 -2.323043942E-001 0.000000000E+000
 -1.228673831E-001 0.000000000E+000
 -4.902358353E-002 0.000000000E+000
 -1.229149075E-005 0.000000000E+000
 3.969550505E-002 1.140608452E-002
 7.798470557E-002 3.426174074E-002
 1.188622937E-001 5.750602484E-002
 1.638893634E-001 7.612939179E-002
 2.111027539E-001 9.103355557E-002
 2.591629028E-001 1.022713631E-001
 3.066457212E-001 1.108990312E-001
 3.524778187E-001 1.175075769E-001
 3.958480954E-001 1.223049611E-001
 4.361457527E-001 1.254910827E-001
 4.729631245E-001 1.273000091E-001
 5.060898066E-001 1.279624552E-001
 5.354874730E-001 1.277423799E-001
 5.612582564E-001 1.268502772E-001
 5.836054087E-001 1.254585832E-001
 6.027967930E-001 1.236955971E-001
 6.191409230E-001 1.217188612E-001
 6.329504848E-001 1.195884496E-001
 6.445382237E-001 1.173881814E-001
 6.541569829E-001 1.150131151E-001
 6.627017856E-001 1.118702665E-001
 6.706909537E-001 1.075086743E-001
 6.781398654E-001 1.022654027E-001
 6.852552295E-001 9.657242149E-002
 6.922190189E-001 9.069076926E-002
 6.991535425E-001 8.477048576E-002
 7.061639428E-001 7.893525064E-002
 7.132170200E-001 7.314562052E-002
 7.203642726E-001 6.746584177E-002
 7.276678085E-001 6.198018789E-002
 7.351190448E-001 5.668722838E-002
 7.427288294E-001 5.161385983E-002
 7.505143881E-001 4.680193216E-002
 7.584781647E-001 4.227613285E-002
 7.666167617E-001 3.805558756E-002
 7.749235034E-001 3.415628523E-002
 7.833869457E-001 3.058622591E-002
 7.919877768E-001 2.733313292E-002
 8.007046580E-001 2.437272295E-002
 8.095231652E-001 2.169236727E-002
 8.184257746E-001 1.926125214E-002
 8.273986578E-001 1.705270074E-002
 8.364321589E-001 1.504677068E-002
 8.455155492E-001 1.321155205E-002
 8.546404839E-001 1.151745673E-002
 8.638029099E-001 9.950480424E-003
 8.729994893E-001 8.497633971E-003
 8.822267056E-001 7.141361479E-003
 8.914826512E-001 5.871057510E-003
 9.007678628E-001 4.692688119E-003
 9.100825787E-001 3.611888504E-003
 9.194278121E-001 2.642321866E-003
